batsman,bowler,wicket
SK Warne,DS Kulkarni,1
SA Asnodkar,RR Raje,1
Sohail Tanvir,A Nehra,1
M Rawat,A Nehra,1
SK Trivedi,DJ Bravo,1
YV Takawale,SK Warne,1
S Dhawan,JA Morkel,1
Shoaib Malik,L Balaji,1
S Vidyut,PJ Sangwan,1
SP Fleming,Mohammad Asif,1
JA Morkel,GD McGrath,1
MS Dhoni,VY Mahesh,1
CK Kapugedera,VY Mahesh,1
A Chopra,DW Steyn,1
DJ Hussey,A Kumble,1
T Taibu,DW Steyn,1
LR Shukla,DW Steyn,1
M Kartik,P Kumar,1
S Chanderpaul,I Sharma,1
J Arunkumar,Umar Gul,1
R Dravid,SC Ganguly,1
MV Boucher,M Kartik,1
HH Gibbs,MM Patel,1
SB Styris,YK Pathan,1
AC Gilchrist,SK Trivedi,1
Shahid Afridi,SK Warne,1
SB Bangar,SR Watson,1
DB Ravi Teja,SK Warne,1
RP Singh,Sohail Tanvir,1
GC Smith,RP Singh,1
MV Boucher,CRD Fernando,1
Misbah-ul-Haq,CRD Fernando,1
SP Goswami,CRD Fernando,1
CL White,DR Smith,1
R Dravid,DR Smith,1
B Akhil,DR Smith,1
R Vinay Kumar,CRD Fernando,1
P Kumar,CRD Fernando,1
DJ Hooda,Harbhajan Singh,1
Yuvraj Singh,HH Pandya,1
BCJ Cutting,JJ Bumrah,1
V Shankar,SL Malinga,1
NV Ojha,JJ Bumrah,1
Rashid Khan,JJ Bumrah,1
RG Sharma,Rashid Khan,1
PA Patel,DJ Hooda,1
KH Pandya,B Kumar,1
N Rana,B Kumar,1
S Vidyut,S Sreesanth,1
SP Fleming,S Sreesanth,1
S Badrinath,VRV Singh,1
JR Hopes,JA Morkel,1
RR Sarwan,L Balaji,1
SE Marsh,L Balaji,1
Yuvraj Singh,P Amarnath,1
PP Chawla,L Balaji,1
VRV Singh,L Balaji,1
Salman Butt,WPUJC Vaas,1
A Chopra,Y Venugopal Rao,1
SC Ganguly,DP Vijaykumar,1
T Taibu,RP Singh,1
HH Gibbs,AB Dinda,1
DB Ravi Teja,Umar Gul,1
SB Styris,SC Ganguly,1
SB Bangar,SC Ganguly,1
WPUJC Vaas,LR Shukla,1
S Dhawan,MM Patel,1
AB de Villiers,AD Mascarenhas,1
KD Karthik,AD Mascarenhas,1
A Mishra,SK Trivedi,1
MF Maharoof,SR Watson,1
GC Smith,GD McGrath,1
GC Smith,A Mishra,1
AD Mascarenhas,V Sehwag,1
Niraj Patel,MF Maharoof,1
J Arunkumar,S Sreesanth,1
Misbah-ul-Haq,S Sreesanth,1
CL White,PP Chawla,1
P Kumar,S Sreesanth,1
R Vinay Kumar,VRV Singh,1
MV Boucher,IK Pathan,1
JR Hopes,R Vinay Kumar,1
A Chopra,PJ Sangwan,1
SC Ganguly,VY Mahesh,1
Salman Butt,VY Mahesh,1
T Taibu,PJ Sangwan,1
LR Shukla,MF Maharoof,1
DJ Hussey,MF Maharoof,1
V Sehwag,Shoaib Akhtar,1
G Gambhir,Shoaib Akhtar,1
AB de Villiers,Shoaib Akhtar,1
MK Tiwary,Shoaib Akhtar,1
A Mishra,Iqbal Abdulla,1
MF Maharoof,AB Dinda,1
A Mishra,LR Shukla,1
PJ Sangwan,LR Shukla,1
VY Mahesh,LR Shukla,1
S Vidyut,SM Pollock,1
SP Fleming,DS Kulkarni,1
CK Kapugedera,DS Kulkarni,1
S Badrinath,DJ Bravo,1
JA Morkel,DS Kulkarni,1
SR Tendulkar,Joginder Sharma,1
JR Hopes,YK Pathan,1
Yuvraj Singh,SR Watson,1
Younis Khan,IK Pathan,1
Niraj Patel,PP Chawla,1
Kamran Akmal,PP Chawla,1
YK Pathan,JR Hopes,1
D Salunkhe,JR Hopes,1
V Sehwag,DP Vijaykumar,1
MF Maharoof,PP Ojha,1
AC Gilchrist,GD McGrath,1
Shahid Afridi,A Mishra,1
HH Gibbs,A Mishra,1
RG Sharma,MF Maharoof,1
SB Styris,MF Maharoof,1
Y Venugopal Rao,GD McGrath,1
DB Ravi Teja,A Mishra,1
PP Ojha,A Mishra,1
RP Singh,A Mishra,1
Salman Butt,SM Pollock,1
DJ Hussey,SM Pollock,1
Mohammad Hafeez,SM Pollock,1
LR Shukla,RR Raje,1
SC Ganguly,DJ Thornely,1
AB Agarkar,DJ Bravo,1
I Sharma,DJ Thornely,1
Shoaib Akhtar,RR Raje,1
SR Tendulkar,Shoaib Akhtar,1
RV Uthappa,I Sharma,1
G Gambhir,RR Powar,1
S Dhawan,RR Powar,1
TM Dilshan,JR Hopes,1
MF Maharoof,JR Hopes,1
SE Marsh,PJ Sangwan,1
Yuvraj Singh,GD McGrath,1
JR Hopes,A Mishra,1
